"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2004","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","47",""
"SURVEY","2004","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","163",""
"SURVEY","2004","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","40",""
"SURVEY","2003","YEAR","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","157",""
"SURVEY","2003","YEAR","","STATE","IOWA","19","","","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.45",""
"SURVEY","2003","YEAR","","STATE","IOWA","19","","","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","83",""
"SURVEY","2003","YEAR","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","32.5",""
"SURVEY","2003","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","158",""
"SURVEY","2003","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","80",""
"SURVEY","2003","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","46",""
"SURVEY","2003","YEAR - JUL FORECAST","","STATE","IOWA","19","","","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","76",""
"SURVEY","2003","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","159",""
"SURVEY","2003","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","34",""
"SURVEY","2003","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","156",""
"SURVEY","2003","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","34",""
"SURVEY","2003","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","154",""
"SURVEY","2003","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","39",""
"SURVEY","2002","YEAR","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","163",""
"SURVEY","2002","YEAR","","STATE","IOWA","19","","","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.53",""
"SURVEY","2002","YEAR","","STATE","IOWA","19","","","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","76",""
"SURVEY","2002","YEAR","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","48",""
"SURVEY","2002","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","146",""
"SURVEY","2002","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","72",""
"SURVEY","2002","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","45",""
"SURVEY","2002","YEAR - JUL FORECAST","","STATE","IOWA","19","","","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","67",""
"SURVEY","2002","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","160",""
"SURVEY","2002","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","46",""
"SURVEY","2002","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","159",""
"SURVEY","2002","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","46",""
"SURVEY","2002","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","149",""
"SURVEY","2002","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","46",""
"SURVEY","2001","YEAR","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","146",""
"SURVEY","2001","YEAR","","STATE","IOWA","19","","","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.37",""
"SURVEY","2001","YEAR","","STATE","IOWA","19","","","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","70",""
"SURVEY","2001","YEAR","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44",""
"SURVEY","2001","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","141",""
"SURVEY","2001","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","68",""
"SURVEY","2001","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","42",""
"SURVEY","2001","YEAR - JUL FORECAST","","STATE","IOWA","19","","","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","63",""
"SURVEY","2001","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","147",""
"SURVEY","2001","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44",""
"SURVEY","2001","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","141",""
"SURVEY","2001","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","43",""
"SURVEY","2001","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","138",""
"SURVEY","2001","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","42",""
"SURVEY","2000","YEAR","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","144",""
"SURVEY","2000","YEAR","","STATE","IOWA","19","","","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.55",""
"SURVEY","2000","YEAR","","STATE","IOWA","19","","","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","67",""
"SURVEY","2000","YEAR","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","43.5",""
"SURVEY","2000","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","155",""
"SURVEY","2000","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","66",""
"SURVEY","2000","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","49",""
"SURVEY","2000","YEAR - JUL FORECAST","","STATE","IOWA","19","","","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","68",""
"SURVEY","2000","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","146",""
"SURVEY","2000","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","43",""
"SURVEY","2000","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","148",""
"SURVEY","2000","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44",""
"SURVEY","2000","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","155",""
"SURVEY","2000","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","47",""
"SURVEY","1999","YEAR","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","149",""
"SURVEY","1999","YEAR","","STATE","IOWA","19","","","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.51",""
"SURVEY","1999","YEAR","","STATE","IOWA","19","","","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","65",""
"SURVEY","1999","YEAR","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44.5",""
"SURVEY","1999","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","151",""
"SURVEY","1999","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.53",""
"SURVEY","1999","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","68",""
"SURVEY","1999","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","48",""
"SURVEY","1999","YEAR - JUL FORECAST","","STATE","IOWA","19","","","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","68",""
"SURVEY","1999","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","149",""
"SURVEY","1999","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","45",""
"SURVEY","1999","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","150",""
"SURVEY","1999","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.93",""
"SURVEY","1999","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","48",""
"SURVEY","1999","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","151",""
"SURVEY","1999","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","50",""
"SURVEY","1998","YEAR","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","145",""
"SURVEY","1998","YEAR","","STATE","IOWA","19","","","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.4",""
"SURVEY","1998","YEAR","","STATE","IOWA","19","","","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","59",""
"SURVEY","1998","YEAR","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","48",""
"SURVEY","1998","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","143",""
"SURVEY","1998","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","47",""
"SURVEY","1998","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","145",""
"SURVEY","1998","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","46",""
"SURVEY","1998","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","143",""
"SURVEY","1998","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","46",""
"SURVEY","1998","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","143",""
"SURVEY","1998","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","50",""
"SURVEY","1997","YEAR","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","138",""
"SURVEY","1997","YEAR","","STATE","IOWA","19","","","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.15",""
"SURVEY","1997","YEAR","","STATE","IOWA","19","","","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","73",""
"SURVEY","1997","YEAR","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","46",""
"SURVEY","1997","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","140",""
"SURVEY","1997","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","49",""
"SURVEY","1997","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","140",""
"SURVEY","1997","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","47",""
"SURVEY","1997","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","140",""
"SURVEY","1997","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","48",""
"SURVEY","1997","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","140",""
"SURVEY","1997","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","49",""
"SURVEY","1996","YEAR","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","138",""
"SURVEY","1996","YEAR","","STATE","IOWA","19","","","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.22",""
"SURVEY","1996","YEAR","","STATE","IOWA","19","","","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","68",""
"SURVEY","1996","YEAR","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44",""
"SURVEY","1996","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","129",""
"SURVEY","1996","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","45",""
"SURVEY","1996","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","140",""
"SURVEY","1996","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44",""
"SURVEY","1996","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","135",""
"SURVEY","1996","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44",""
"SURVEY","1996","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","131",""
"SURVEY","1996","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44",""
"SURVEY","1995","YEAR","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","123",""
"SURVEY","1995","YEAR","","STATE","IOWA","19","","","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.33",""
"SURVEY","1995","YEAR","","STATE","IOWA","19","","","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","65",""
"SURVEY","1995","YEAR","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44",""
"SURVEY","1995","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","135",""
"SURVEY","1995","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","43",""
"SURVEY","1995","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","121",""
"SURVEY","1995","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44",""
"SURVEY","1995","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","121",""
"SURVEY","1995","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","43",""
"SURVEY","1995","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","125",""
"SURVEY","1995","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44",""
"SURVEY","1994","YEAR","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","152",""
"SURVEY","1994","YEAR","","STATE","IOWA","19","","","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.3",""
"SURVEY","1994","YEAR","","STATE","IOWA","19","","","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","62",""
"SURVEY","1994","YEAR","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","50.5",""
"SURVEY","1994","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","145",""
"SURVEY","1994","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44",""
"SURVEY","1994","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","152",""
"SURVEY","1994","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","51",""
"SURVEY","1994","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","150",""
"SURVEY","1994","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","51",""
"SURVEY","1994","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","145",""
"SURVEY","1994","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","46",""
"SURVEY","1993","YEAR","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","80",""
"SURVEY","1993","YEAR","","STATE","IOWA","19","","","","","","","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.34",""
"SURVEY","1993","YEAR","","STATE","IOWA","19","","","","","","","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","40",""
"SURVEY","1993","YEAR","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","31",""
"SURVEY","1993","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","115",""
"SURVEY","1993","YEAR - AUG FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","35",""
"SURVEY","1993","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","85",""
"SURVEY","1993","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","31",""
"SURVEY","1993","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","105",""
"SURVEY","1993","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","34",""
"SURVEY","1993","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","112",""
